id,dataset,kecamatan,gender,latitude,longitude,panjang,lebar,ac,air_panas,bak_mandi,bantal,bathtub,cctv,cermin,cleaning_service,dapur,dispenser,ember_mandi,guling,jemuran,kamar_mandi_dalam,kamar_mandi_luar,kartu_akses,kasur,kipas_angin,kloset_duduk,kloset_jongkok,kulkas,kursi,laundry,lemari_baju,locker,meja,meja_makan,microwave,mushola,parkir_mobil,parkir_motor,parkir_sepeda,penjaga_kos,rice_cooker,ruang_santai,shower,sofa,taman,termasuk_listrik,tv,wastafel,wifi,harga,luas,kategori_harga,total_facilities,jumlah_fasilitas_premium,jumlah_fasilitas_non_premium,jumlah_fasilitas_netral,luas_m2
696,uin,panyileukan,Kos Campur,-6.944544,107.714012,3,4,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,900000,12,Low,13,2,4,7,12
697,uin,cileunyi,Kos Campur,-6.947636148,107.7155314,5,4,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,950000,20,Low,22,8,3,11,20
698,uin,cibiru,Kos Putri,-6.926357,107.717315,3,4,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,650000,12,Low,12,3,4,5,12
699,uin,cibiru,Kos Putri,-6.923908,107.719488,3,5,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1100002,15,Medium,13,4,3,6,15
700,uin,cileunyi,Kos Putri,-6.941335,107.728124,3,3,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,800000,9,Low,23,8,6,9,9
701,uin,panyileukan,Kos Putri,-6.9414224,107.7077178,4,4,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,900000,16,Low,17,5,4,8,16
702,uin,cibiru,Kos Putra,-6.926433,107.71736,3,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,650000,9,Low,12,2,4,6,9
703,uin,cibiru,Kos Campur,-6.929534,107.716042,3,6,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,600000,18,Low,13,0,5,8,18
704,uin,cileunyi,Kos Campur,-6.937584,107.725293,5,8,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1500000,40,Medium,18,4,4,10,40
705,uin,panyileukan,Kos Campur,-6.9413398,107.7080857,3,4,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,992000,12,Low,19,7,2,10,12
706,uin,cibiru,Kos Campur,-6.9256112,107.7229342,2.5,3.5,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,900000,8.75,Low,20,5,6,9,8.75
707,uin,cibiru,Kos Campur,-6.933949,107.720113,4,2.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,750000,10.8,Low,9,1,3,5,10.8
708,uin,cibiru,Kos Putri,-6.930510311,107.7159228,3,4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1000000,12,Low,11,2,3,6,12
709,uin,panyileukan,Kos Putri,-6.941621,107.714603,3,3,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,850000,9,Low,16,4,4,8,9
710,uin,ujung berung,Kos Putra,-6.916143643,107.7063058,4,4,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1100000,16,Medium,16,3,4,9,16
711,uin,panyileukan,Kos Putri,-6.947377648,107.7106835,3,2.5,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,850000,7.5,Low,20,4,5,11,7.5
712,uin,panyileukan,Kos Campur,-6.944393292,107.714975,3,4,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1300000,12,Medium,21,7,3,11,12
713,uin,cibiru,Kos Campur,-6.923373,107.71233,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,700000,21,Low,4,1,2,1,21
714,uin,cibiru,Kos Putri,-6.930261024,107.7162212,3,4,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,600000,12,Low,14,1,5,8,12
715,uin,cileunyi,Kos Campur,-6.944334,107.725951,3,3,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,600000,9,Low,20,4,6,10,9
716,uin,panyileukan,Kos Campur,-6.944626,107.713371,3,4,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1200000,12,Medium,21,6,4,11,12
717,uin,cileunyi,Kos Putri,-6.936706,107.725401,5,3,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,855000,15,Low,17,7,4,6,15
718,uin,cibiru,Kos Putra,-6.9225885,107.7236512,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,650000,12,Low,9,2,2,5,12
719,uin,cibiru,Kos Putri,-6.9339462,107.7201235,2,3,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,650000,6,Low,15,2,6,7,6
720,uin,cileunyi,Kos Campur,-6.9482739,107.7265423,3,3,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,745000,9,Low,19,5,6,8,9
721,uin,ujung berung,Kos Putra,-6.916143643,107.7063058,3,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,850000,9,Low,14,1,5,8,9
722,uin,panyileukan,Kos Putri,-6.940057,107.716059,3,2.5,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,550000,7.5,Low,18,3,6,9,7.5
723,uin,cibiru,Kos Campur,-6.917419,107.721905,3,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,650000,9,Low,11,3,4,4,9
724,uin,cileunyi,Kos Putri,-6.939405,107.727363,3,4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,500000,12,Lowest,15,1,5,9,12
725,uin,panyileukan,Kos Putri,-6.942831,107.713509,3,2.5,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,675000,7.5,Low,19,5,6,8,7.5
726,uin,gedebage,Kos Putri,-6.9457466,107.7037957,3,4,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,900000,12,Low,13,4,3,6,12
727,uin,panyileukan,Kos Campur,-6.918199,107.702563,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,750000,12,Low,9,2,5,2,12
728,uin,cibiru,Kos Campur,-6.923128831,107.7141941,3,3,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,650000,9,Low,10,2,4,4,9
729,uin,cileunyi,Kos Campur,-6.92529,107.726599,4,6,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,630000,24,Low,8,2,2,4,24
730,uin,cileunyi,Kos Putra,-6.937103,107.725934,3.5,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,650000,16.1,Low,4,1,2,1,16.1
731,uin,cibiru,Kos Putri,-6.928071021,107.7244509,4,6,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,600000,24,Low,13,3,5,5,24
732,uin,panyileukan,Kos Putri,-6.940541,107.716008,3,3,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,800000,9,Low,15,3,5,7,9
733,uin,cibiru,Kos Campur,-6.928896,107.721978,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,600000,12,Low,4,1,2,1,12
734,uin,cileunyi,Kos Putri,-6.936706,107.725401,5,3,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,850000,15,Low,17,7,4,6,15
735,uin,cileunyi,Kos Putra,-6.948085,107.718367,3,4,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,950000,12,Low,20,5,5,10,12
736,uin,panyileukan,Kos Campur,-6.944396287,107.7149747,6,8,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1100000,48,Medium,24,6,5,13,48
737,uin,cibiru,Kos Putra,-6.9238066,107.719566,3,3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,650000,9,Low,13,1,5,7,9
738,uin,cibiru,Kos Putri,-6.929587,107.725926,4,4,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,750000,16,Low,16,3,6,7,16
739,uin,panyileukan,Kos Campur,-6.927988,107.7001645,3,3,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,945000,9,Low,14,3,4,7,9
740,uin,cibiru,Kos Putri,-6.928071021,107.7244509,4,6,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,600000,24,Low,12,2,4,6,24
741,uin,panyileukan,Kos Putra,-6.938896,107.717327,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,850000,12,Low,10,1,3,6,12
742,uin,panyileukan,Kos Putri,-6.9400626,107.7160222,2,3,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,500000,6,Lowest,16,3,4,9,6
743,uin,panyileukan,Kos Putri,-6.9400446,107.7161127,2.2,2.8,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,750000,6.16,Low,15,3,3,9,6.16
744,uin,cileunyi,Kos Putri,-6.94883271,107.7144121,3,4,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1000000,12,Low,16,6,2,8,12
745,uin,cibiru,Kos Campur,-6.9256112,107.7229342,2.5,3.5,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,750000,8.75,Low,19,3,7,9,8.75
746,uin,panyileukan,Kos Putri,-6.932417,107.705938,3,3,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,750000,9,Low,18,6,5,7,9
747,uin,panyileukan,Kos Putri,-6.942197696,107.7104099,3,4,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,950000,12,Low,18,5,5,8,12
748,uin,cibiru,Kos Putri,-6.92928,107.715431,6.5,8.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2100000,52.65,High,7,0,3,4,52.65
749,uin,cibiru,Kos Putra,-6.9238066,107.719566,3,3,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,750000,9,Low,15,2,5,8,9
750,uin,cibiru,Kos Putri,-6.927426,107.720597,3,4,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,850000,12,Low,18,7,3,8,12
751,uin,cibiru,Kos Putra,-6.929144895,107.7160666,2.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,600000,7.5,Low,4,1,2,1,7.5
752,uin,cibiru,Kos Putri,-6.928405,107.718479,3,4,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1000000,12,Low,11,1,5,5,12
753,uin,cileunyi,Kos Putri,-6.938361,107.726863,3,3,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,600000,9,Low,15,3,7,5,9
754,uin,cileunyi,Kos Putra,-6.937103,107.725934,3.8,7,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,750000,26.6,Low,6,1,2,3,26.6
755,uin,cibiru,Kos Campur,-6.933949,107.720113,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,700000,10,Low,9,1,3,5,10
756,uin,cileunyi,Kos Putri,-6.928157,107.724958,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,12,Low,0,0,0,0,12
757,uin,cileunyi,Kos Putri,-6.943321954,107.730446,3.2,2.4,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1200000,7.68,Medium,18,3,5,10,7.68
758,uin,cibiru,Kos Putri,-6.933581,107.719823,3,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,700000,9,Low,9,1,4,4,9
759,uin,ujung berung,Kos Campur,-6.913946,107.708097,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,750000,9,Low,8,1,3,4,9
760,uin,panyileukan,Kos Putri,-6.940063,107.716022,2.6,2.6,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,650000,6.76,Low,17,3,5,9,6.76
761,uin,panyileukan,Kos Putra,-6.944350691,107.713884,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,600000,12,Low,11,1,4,6,12
762,uin,panyileukan,Kos Putri,-6.947078448,107.7129151,1.5,3,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,500000,4.5,Lowest,11,1,4,6,4.5
763,uin,panyileukan,Kos Putri,-6.947377648,107.7106835,2.2,2.4,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,650000,5.28,Low,20,4,5,11,5.28
764,uin,cibiru,Kos Putra,-6.9339462,107.7201235,2,3,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,600000,6,Low,13,0,6,7,6
765,uin,cibiru,Kos Putra,-6.9339462,107.7201235,3,3,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,650000,9,Low,17,2,6,9,9
766,uin,cibiru,Kos Campur,-6.925405,107.722807,3,4,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,750000,12,Low,19,4,6,9,12
767,uin,ujung berung,Kos Campur,-6.9172862,107.7082708,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000000,16,Low,3,0,1,2,16
768,uin,cileunyi,Kos Campur,-6.939823,107.726064,2.5,4,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,750000,10,Low,11,1,3,7,10
769,uin,cileunyi,Kos Campur,-6.937206952,107.7252015,3.2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,900000,11.2,Low,4,1,1,2,11.2
770,uin,cibiru,Kos Putri,-6.928241096,107.7249803,4,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,600000,16,Low,17,5,6,6,16
771,uin,cileunyi,Kos Campur,-6.937206952,107.7252015,3.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,800000,14,Low,5,1,2,2,14
772,uin,cibiru,Kos Putri,-6.929587,107.725926,3,2.5,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,650000,7.5,Low,15,3,5,7,7.5
773,uin,cibiru,Kos Campur,-6.925574803,107.7148318,3,4,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,810000,12,Low,17,3,6,8,12
774,uin,cibiru,Kos Putri,-6.928241096,107.7249803,2,4,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,700000,8,Low,20,6,6,8,8
775,uin,panyileukan,Kos Putri,-6.941621,107.714603,3,3,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,900000,9,Low,21,6,6,9,9
776,uin,cileunyi,Kos Putri,-6.943321954,107.730446,3,2.5,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1000000,7.5,Low,18,4,5,9,7.5
777,uin,cibiru,Kos Campur,-6.925405,107.722807,3,3,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,750000,9,Low,19,6,4,9,9
778,uin,ujung berung,Kos Campur,-6.918296,107.708055,2,8,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,750000,16,Low,11,1,4,6,16
779,uin,cibiru,Kos Campur,-6.9256112,107.7229342,2.5,3.5,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,800000,8.75,Low,19,3,7,9,8.75
780,uin,panyileukan,Kos Putri,-6.940484345,107.7149586,3,4,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,700000,12,Low,14,2,4,8,12
781,uin,panyileukan,Kos Putri,-6.9388771,107.7180424,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,9,Lowest,2,0,0,2,9
782,uin,cileunyi,Kos Campur,-6.933394243,107.7242715,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550000,18,Low,2,1,1,0,18
783,uin,panyileukan,Kos Putri,-6.920650621,107.7079118,3,2.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1100000,7.5,Medium,9,1,4,4,7.5
784,uin,panyileukan,Kos Putri,-6.947026196,107.7128299,3,4,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,750000,12,Low,11,1,4,6,12
785,uin,cibiru,Kos Campur,-6.933233488,107.7255637,3,3,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,800000,9,Low,20,2,7,11,9
786,uin,cinambo,Kos Putri,-6.917176101,107.7003667,5,4,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,900000,20,Low,17,4,5,8,20
787,uin,cibiru,Kos Campur,-6.927328,107.712469,3,8,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,600000,24,Low,6,1,4,1,24
788,uin,cibiru,Kos Putra,-6.928977,107.72079,3.5,4,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,950000,14,Low,17,6,3,8,14
789,uin,panyileukan,Kos Putri,-6.938411,107.709116,3,4,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1000000,12,Low,16,4,5,7,12
790,uin,cibiru,Kos Campur,-6.929259881,107.7126753,3,3.5,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,590000,10.5,Low,19,7,2,10,10.5
791,uin,panyileukan,Kos Campur,-6.929088142,107.6998027,2,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1000000,10,Low,10,2,3,5,10
792,uin,cileunyi,Kos Campur,-6.933282746,107.7252935,3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,770000,14,Low,8,1,3,4,14
793,uin,panyileukan,Kos Putri,-6.94449,107.714053,3,3,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,850000,9,Low,16,3,3,10,9
794,uin,panyileukan,Kos Putri,-6.9222193,107.7058753,3,3,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,900000,9,Low,18,1,7,10,9
