id,dataset,kecamatan,gender,latitude,longitude,panjang,lebar,ac,air_panas,bak_mandi,bantal,bathtub,cctv,cermin,cleaning_service,dapur,dispenser,ember_mandi,guling,jemuran,kamar_mandi_dalam,kamar_mandi_luar,kartu_akses,kasur,kipas_angin,kloset_duduk,kloset_jongkok,kulkas,kursi,laundry,lemari_baju,locker,meja,meja_makan,microwave,mushola,parkir_mobil,parkir_motor,parkir_sepeda,penjaga_kos,rice_cooker,ruang_santai,shower,sofa,taman,termasuk_listrik,tv,wastafel,wifi,harga,luas,kategori_harga,total_facilities,jumlah_fasilitas_premium,jumlah_fasilitas_non_premium,jumlah_fasilitas_netral,luas_m2
358,maranata,sukajadi,Kos Putra,-6.893052,107.592143,3,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,585000,12,Low,13,0,6,7,12
359,maranata,sukasari,Kos Putri,-6.880303453,107.5754244,3,3,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,700000,9,Low,18,4,6,8,9
360,maranata,sukajadi,Kos Campur,-6.8854821,107.5831927,3,4,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1200000,12,Medium,22,9,3,10,12
361,maranata,cicendo,Kos Campur,-6.893467616,107.5729269,3,3,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1300000,9,Medium,11,3,1,7,9
362,maranata,sukajadi,Kos Campur,-6.887481893,107.5934756,3,3,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,800000,9,Low,15,4,5,6,9
363,maranata,sukasari,Kos Putri,-6.867856927,107.5862903,3,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1300000,9,Medium,19,5,6,8,9
364,maranata,sukajadi,Kos Putri,-6.888888,107.583516,3,3,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,750000,9,Low,16,5,5,6,9
365,maranata,cicendo,Kos Putri,-6.900428,107.595074,3,4,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1600000,12,Medium,20,7,5,8,12
366,maranata,sukajadi,Kos Putri,-6.888765,107.597507,3,3,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,600000,9,Low,15,4,5,6,9
367,maranata,sukajadi,Kos Campur,-6.8863936,107.5830341,3.5,4,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1405000,14,Medium,15,5,2,8,14
368,maranata,sukajadi,Kos Campur,-6.888962437,107.5839293,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,750000,9,Low,17,3,6,8,9
369,maranata,cidadap,Kos Putri,-6.8717,107.595814,3,3,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1200000,9,Medium,21,5,5,11,9
370,maranata,sukajadi,Kos Putri,-6.888565424,107.5809925,3,3.5,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,2095000,10.5,High,19,10,2,7,10.5
371,maranata,sukajadi,Kos Putri,-6.888565424,107.5809925,3,4,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,2371000,12,High,19,10,2,7,12
372,maranata,parongpong,Kos Putra,-6.8689988,107.5648043,3,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,700000,9,Low,13,3,6,4,9
373,maranata,cidadap,Kos Campur,-6.879343812,107.5983649,3,4.5,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2500000,13.5,High,17,8,1,8,13.5
374,maranata,cidadap,Kos Campur,-6.879343812,107.5983649,3,4.5,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2750000,13.5,High,17,8,1,8,13.5
375,maranata,sukajadi,Kos Campur,-6.887338,107.579937,3,4,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,700000,12,Low,20,4,6,10,12
376,maranata,sukasari,Kos Putri,-6.875176,107.594918,2.5,3,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1200000,7.5,Medium,18,7,2,9,7.5
377,maranata,andir,Kos Campur,-6.892757642,107.5664416,3,3,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,2200000,9,High,18,7,4,7,9
378,maranata,sukajadi,Kos Campur,-6.8896904,107.5825769,3,4,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1500000,12,Medium,20,10,1,9,12
379,maranata,sukajadi,Kos Putra,-6.882136186,107.5770853,2.5,3,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,650000,7.5,Low,17,3,6,8,7.5
380,maranata,sukajadi,Kos Campur,-6.883157,107.579015,3,5,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1400000,15,Medium,20,9,2,9,15
381,maranata,cicendo,Kos Putri,-6.894242496,107.5609079,3,4,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,875000,12,Low,16,4,2,10,12
382,maranata,sukajadi,Kos Putri,-6.892816,107.590391,3,4,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1100000,12,Medium,22,9,3,10,12
383,maranata,sukajadi,Kos Campur,-6.882566,107.581338,3,3,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1000000,9,Low,17,7,2,8,9
384,maranata,sukajadi,Kos Campur,-6.8817418,107.57993,3,5,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,2300000,15,High,22,9,2,11,15
385,maranata,sukajadi,Kos Putra,-6.886991595,107.5825077,3,4,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,850000,12,Low,21,8,4,9,12
386,maranata,sukajadi,Kos Campur,-6.882284974,107.5836664,4,4,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1350000,16,Medium,20,8,5,7,16
387,maranata,sukajadi,Kos Campur,-6.888131296,107.5857425,3,4,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1900000,12,Medium,22,9,3,10,12
388,maranata,sukajadi,Kos Putri,-6.8817418,107.57993,3,5,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,2300000,15,High,22,10,1,11,15
389,maranata,sukajadi,Kos Campur,-6.8869206,107.5843799,3.5,5.5,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1550000,19.25,Medium,23,9,1,13,19.25
390,maranata,sukajadi,Kos Campur,-6.8817418,107.57993,3,5,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,2600000,15,High,23,10,2,11,15
391,maranata,sukasari,Kos Putri,-6.875527,107.577573,3,3,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,700000,9,Low,19,5,5,9,9
392,maranata,sukajadi,Kos Putri,-6.892816224,107.5903914,4,4,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1400000,16,Medium,22,9,3,10,16
393,maranata,sukasari,Kos Campur,-6.875335743,107.589739,4,4,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1800000,16,Medium,23,8,5,10,16
394,maranata,sukajadi,Kos Campur,-6.886101535,107.5858283,3,4,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1200000,12,Medium,18,6,2,10,12
395,maranata,sukajadi,Kos Campur,-6.884892,107.593508,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,550000,12,Low,13,2,6,5,12
396,maranata,sukajadi,Kos Campur,-6.885136913,107.581523,3,3.5,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1600000,10.5,Medium,22,9,2,11,10.5
397,maranata,sukajadi,Kos Putri,-6.886239391,107.5860728,3,3,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1150000,9,Medium,20,8,4,8,9
398,maranata,sukajadi,Kos Campur,-6.888725,107.579177,2,3,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,861850,6,Low,21,7,3,11,6
399,maranata,sukajadi,Kos Campur,-6.892234,107.590456,4,5,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1200000,20,Medium,17,6,2,9,20
400,maranata,sukajadi,Kos Campur,-6.882187783,107.5809413,5,3,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,2200000,15,High,23,10,3,10,15
401,maranata,parongpong,Kos Campur,-6.867621587,107.5740373,2.5,3.5,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1300000,8.75,Medium,21,8,1,12,8.75
402,maranata,sukasari,Kos Campur,-6.872319033,107.5881082,3,4,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,800000,12,Low,17,4,6,7,12
403,maranata,sukajadi,Kos Campur,-6.8897252,107.5826244,3,4,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1800000,12,Medium,20,8,2,10,12
404,maranata,sukajadi,Kos Campur,-6.884658,107.577737,3,3,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,900000,9,Low,18,7,3,8,9
405,maranata,sukajadi,Kos Campur,-6.889140515,107.5907689,3,4,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,850000,12,Low,15,4,3,8,12
406,maranata,sukajadi,Kos Campur,-6.889100572,107.5789914,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1100000,9,Medium,13,6,4,3,9
407,maranata,sukajadi,Kos Campur,-6.8878232,107.582168,3,4,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1350000,12,Medium,24,9,2,13,12
408,maranata,sukasari,Kos Campur,-6.8691233,107.593241,3,3,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,3250000,9,High,23,9,2,12,9
409,maranata,sukajadi,Kos Campur,-6.892166,107.590483,5,4,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1100000,20,Medium,13,4,2,7,20
410,maranata,sukasari,Kos Putra,-6.8713319,107.5785825,3,4,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,650000,12,Low,13,1,5,7,12
411,maranata,sukajadi,Kos Campur,-6.883157,107.579015,3,4,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1000000,12,Low,18,7,2,9,12
412,maranata,cicendo,Kos Campur,-6.904229,107.59617,3,3,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1300000,9,Medium,15,5,3,7,9
413,maranata,sukajadi,Kos Campur,-6.884333,107.5902908,3,4,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1700000,12,Medium,20,5,4,11,12
414,maranata,sukajadi,Kos Putra,-6.8859178,107.5770659,3.5,2.7,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1800000,9.45,Medium,23,9,3,11,9.45
415,maranata,sukajadi,Kos Campur,-6.900152,107.596569,3,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,450000,12,Lowest,8,0,4,4,12
416,maranata,parongpong,Kos Campur,-6.8690294,107.5733886,3.5,4,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1500000,14,Medium,21,8,1,12,14
417,maranata,cicendo,Kos Campur,-6.9031738,107.5943782,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1300000,9,Medium,7,5,0,2,9
418,maranata,sukajadi,Kos Campur,-6.888725389,107.5791765,2,4,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1050000,8,Medium,20,7,2,11,8
419,maranata,cimahi utara,Kos Campur,-6.873747364,107.561217,3,4,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1500000,12,Medium,18,8,4,6,12
420,maranata,sukasari,Kos Putra,-6.8788239,107.578182,3,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,800000,12,Low,17,3,7,7,12
421,maranata,cicendo,Kos Putri,-6.895537288,107.5608536,3,3,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,675000,9,Low,17,3,5,9,9
422,maranata,sukajadi,Kos Putri,-6.8943703,107.5964981,4,4,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1000000,16,Low,21,4,5,12,16
423,maranata,cicendo,Kos Campur,-6.89393128,107.5632991,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,775000,24,Low,8,2,3,3,24
424,maranata,sukasari,Kos Putri,-6.877090994,107.5805014,3,3,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,950000,9,Low,19,6,6,7,9
425,maranata,sukajadi,Kos Campur,-6.88665,107.582161,3,4,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,850000,12,Low,17,6,4,7,12
426,maranata,cimahi utara,Kos Campur,-6.873785644,107.5613025,4,4,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1700000,16,Medium,23,8,3,12,16
427,maranata,cicendo,Kos Campur,-6.904163,107.596161,3,4,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1750000,12,Medium,20,7,3,10,12
428,maranata,sukajadi,Kos Putri,-6.888136,107.583636,3.5,6,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1800000,21,Medium,23,9,2,12,21
429,maranata,cicendo,Kos Campur,-6.898352866,107.5891965,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,850000,9,Low,11,3,4,4,9
430,maranata,sukasari,Kos Campur,-6.8691233,107.593241,3,3,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2250000,9,High,20,9,1,10,9
431,maranata,sukajadi,Kos Putri,-6.893287,107.590126,3.5,4,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,900000,14,Low,15,5,3,7,14
432,maranata,sukasari,Kos Campur,-6.868991348,107.5866983,3,4,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1700000,12,Medium,19,8,2,9,12
433,maranata,sukajadi,Kos Campur,-6.891506,107.596844,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1000000,12,Low,8,1,4,3,12
434,maranata,sukasari,Kos Campur,-6.8678523,107.5772308,3,4,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1200000,12,Medium,15,4,5,6,12
435,maranata,sukajadi,Kos Campur,-6.8876306,107.5785545,3,3,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,900000,9,Low,18,6,3,9,9
436,maranata,sukajadi,Kos Putra,-6.8841338,107.5904901,3,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,950000,9,Low,18,6,6,6,9
437,maranata,cicendo,Kos Campur,-6.900163561,107.5902167,3,4,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1150000,12,Medium,21,5,5,11,12
438,maranata,sukajadi,Kos Campur,-6.887821,107.582003,3,3,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1600000,9,Medium,22,10,2,10,9
439,maranata,sukasari,Kos Campur,-6.868942416,107.5818998,3,4,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1000000,12,Low,19,5,7,7,12
440,maranata,parongpong,Kos Campur,-6.867621587,107.5740373,3.5,3.5,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1400000,12.25,Medium,21,8,1,12,12.25
441,maranata,sukajadi,Kos Campur,-6.8851503,107.5786184,3,4,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1200000,12,Medium,16,7,2,7,12
442,maranata,sukasari,Kos Putri,-6.876177615,107.5763138,3,3,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,685000,9,Low,15,2,5,8,9
443,maranata,sukasari,Kos Putri,-6.88288845,107.573235,3,4,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1300000,12,Medium,17,7,3,7,12
444,maranata,sukasari,Kos Putri,-6.874023976,107.5771534,2.5,2.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,900000,6.25,Low,7,3,3,1,6.25
445,maranata,sukajadi,Kos Campur,-6.8794209,107.5896429,3,4,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,2200000,12,High,23,9,3,11,12
446,maranata,sukajadi,Kos Campur,-6.888109993,107.5833929,3.5,4.5,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,2400000,15.75,High,18,10,1,7,15.75
447,maranata,sukajadi,Kos Campur,-6.8794209,107.5896429,3,4,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1600000,12,Medium,23,9,3,11,12
448,maranata,sukasari,Kos Putra,-6.874973,107.579433,3,3,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,800000,9,Low,19,3,6,10,9
449,maranata,sukajadi,Kos Campur,-6.888639,107.594235,3,4,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,650000,12,Low,17,1,5,11,12
450,maranata,sukajadi,Kos Campur,-6.8794209,107.5896429,3,4,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1900000,12,Medium,24,9,3,12,12
451,maranata,sukasari,Kos Campur,-6.881164048,107.5797451,3,3,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1350000,9,Medium,26,10,4,12,9
452,maranata,sukajadi,Kos Campur,-6.887117,107.582993,3,4,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1450000,12,Medium,20,8,1,11,12
453,maranata,sukajadi,Kos Campur,-6.893096,107.588799,3,4,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,2100000,12,High,22,9,2,11,12
454,maranata,sukasari,Kos Campur,-6.8691233,107.593241,3,3,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2500000,9,High,20,9,1,10,9
455,maranata,sukajadi,Kos Putri,-6.897654,107.596355,3,4,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1000000,12,Low,21,7,4,10,12
